"_time",ID,BlockChannel,Category,Event,Certainty,"Response Type",Severity,Urgency,"Message Type",Area,WEAText,Headline,Description,Instruction
"2020-08-22T11:30:59.000-0500","OnSolve-6612f7416bc54015a828874d062bcd96","NWEM
NWEM","Health
Health","Local Area Emergency","Observed
Observed","Monitor
Monitor","Severe
Severe","Immediate
Immediate",Alert,"CO Summit County Government
CO Summit County Government","Summit County requires masks in public to stop COVID-19. Ages 3 and up must wear masks
Summit County requiere el uso de mascarillas para detener el COVID-19, edades mayores de 3","Local Area Emergency
Local Area Emergency","Summit County requires masks in public to stop COVID-19. Ages 3 and up must wear masks
Summit County requiere el uso de mascarillas para detener el COVID-19, edades mayores de 3",
"2020-08-22T01:41:16.000-0500","AS-TX-cc506987-5e49-4f25-85d9-dbbf2a68c7fe","EAS
NWEM",Safety,"Civil Emergency Message",Observed,Prepare,Extreme,Immediate,Alert,"San Angelo","San Angelo moving southwest Thunderstorm Warning: A severe thunderstorm has been indicated by weather radar. Hail of at least 1 in diameter and/or sustained winds in excess of 58 mph.  Imminent danger to life and property. Move to an interior room on the lowest floor of a sturdy building. Avoid windows.",,,
"2020-08-22T00:00:45.000-0500",534504385032799,"CAPEXCH
NWEM
EAS
PUBLIC",Fire,"Shelter In Place Warning",Observed,,Extreme,Immediate,Alert,"All of Richland County, ND","Due to smoke from a fire at Masonite, please shelter in place & close all windows & doors","Shelter in Place",,
"2020-08-21T23:34:08.000-0500",534504385032799,"CAPEXCH
NWEM
EAS
PUBLIC",Fire,"Shelter In Place Warning",Observed,,Extreme,Immediate,Alert,"All of Richland County, ND","Due to smoke from a fire at Masonite, please shelter in place & close all windows & doors","Shelter in Place",,
"2020-08-21T23:23:55.000-0500",534504385032790,"CAPEXCH
NWEM
EAS
PUBLIC",Fire,"Shelter In Place Warning",Observed,,Extreme,Immediate,Alert,"All of Richland County, ND","Due to smoke from fire at Masonite, shelter in place, close windows and doors","Shelter In Place",,
"2020-08-21T20:37:22.000-0500",535191579800709,"CAPEXCH
NWEM
EAS
PUBLIC",Fire,"Shelter In Place Warning",Observed,,Extreme,Immediate,Alert,"All of Richland County, ND","shelter in place, because of the fire  closing all windows and doors.","Shelter in place",,
"2020-08-21T18:31:33.000-0500","OnSolve-528b5d11dfe8425187ca51986ae7cc42",NWEM,Fire,"Fire Warning",Observed,Prepare,Extreme,Expected,Alert,"CA Plumas County Sheriff's Office","**UPDATE***FIRE ADVISORY ONLY NO EVACUATION ORDERS GREENHORN RANCH,SPRING GARDEN. BE PREPARED FOR CHANGES","Fire Warning","**UPDATE***FIRE ADVISORY ONLY NO EVACUATION ORDERS GREENHORN RANCH,SPRING GARDEN. BE PREPARED FOR CHANGES",
"2020-08-21T17:56:59.000-0500","OnSolve-99add88663e44055beaf4e812f478a42",NWEM,Fire,"Evacuation Immediate",Likely,Evacuate,Extreme,Immediate,Alert,"CA Plumas County Sheriff's Office","MANDATORY EVACUATION GREENHORN RANCH, SPRING GARDEN  ALL RESIDENTS SOUTH OF THIS PERIMETER. Q H S WILL BE THE EVACUATION CENTER IF NEEDED","Evacuation Immediate","MANDATORY EVACUATION GREENHORN RANCH, SPRING GARDEN  ALL RESIDENTS SOUTH OF THIS PERIMETER. Q H S WILL BE THE EVACUATION CENTER IF NEEDED",
"2020-08-21T14:58:22.000-0500","OnSolve-925a2bc513504e06bfc28c3619feea85","EAS
NWEM",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"US National Center for Missing and Exploited Children","Colorado City, TX AMBER Alert: LIC/HKB4110 (TX) 2014 White Chevrolet Silverado Truck","Child Abduction Emergency",,
"2020-08-21T13:50:16.000-0500","OnSolve-da4cbf285daf48da925c8f7ae4534098","EAS
NWEM
EAS
NWEM","Fire
Fire","Evacuation Immediate","Observed
Observed","Evacuate
Evacuate","Extreme
Extreme","Immediate
Immediate",Alert,"CA Sonoma County Fire and Emergency Services Department
CA Sonoma County Fire and Emergency Services Department","An EVACUATION ORDER has been issued for zone 2A3. Leave now. www.socopsa.org
Se ha emitido una ORDEN DE EVAC para la zona 2A3. Vayase ahora. www.socopsa.org","Evacuation Immediate
Evacuation Immediate",,
"2020-08-21T13:39:56.000-0500","OnSolve-922e832ccfb748b5b3358b88fe1f2127","EAS
NWEM
EAS
NWEM","Fire
Fire","Evacuation Immediate","Observed
Observed","Evacuate
Evacuate","Extreme
Extreme","Immediate
Immediate",Alert,"CA Sonoma County Fire and Emergency Services Department
CA Sonoma County Fire and Emergency Services Department","An EVACUATION ORDER has been issued for zone 4B1. Leave now. www.socopsa.org
Se ha emitido una ORDEN DE EVACUACION para la zona 4B1 Vayase ahora. www.socopsa.org","Evacuation Immediate
Evacuation Immediate",,
"2020-08-21T12:34:42.000-0500","OnSolve-U-7656af9994124d3494ed10ff0820ae84","EAS
NWEM
EAS
NWEM","Fire
Fire","Evacuation Immediate","Observed
Observed","Evacuate
Evacuate","Extreme
Extreme","Immediate
Immediate",Update,"CA Sonoma County Fire and Emergency Services Department
CA Sonoma County Fire and Emergency Services Department","CORRECTION: SonomaCo: EVACUATION ORDER- FIRE. Zone 1F2. Leave now. socopsa.org
Correccion: ORDEN EVACUACION-INCENDIO  Zona 1F2. Vayase ahora. socopsa.org","Evacuation Immediate
Evacuation Immediate",,
"2020-08-21T12:26:28.000-0500","OnSolve-1a2d38df80454950bc428ff49048410c","NWEM
NWEM","Fire
Fire","Fire Warning","Likely
Likely","Avoid
Avoid","Severe
Severe","Expected
Expected",Alert,"CA Butte County
CA Butte County","BCSO is issuing an Evacuation Warning for the Inskip, Thatcher Ridge area due to fires and current weather conditions. People are urged to avoid the area until further notice. For more information visit www.buttecounty.net/sheriff or call 833-512-5378.
BCSO esta emitiendo una Advertencia de Evacuacion para Inskip, Thatcher Ridge area debido al incendio. Para mas informacion visite www.buttecounty.net/sheriff o llame al 833-512-5378.","Fire Warning
Fire Warning","BCSO is issuing an Evacuation Warning for the Inskip, Thatcher Ridge area due to fires and current weather conditions. People are urged to avoid the area until further notice. For more information visit www.buttecounty.net/sheriff or call 833-512-5378.
BCSO esta emitiendo una Advertencia de Evacuacion para Inskip, Thatcher Ridge area debido al incendio. Para mas informacion visite www.buttecounty.net/sheriff o llame al 833-512-5378.",
"2020-08-21T12:23:26.000-0500",535054140847214,"CAPEXCH
NWEM
EAS
PUBLIC
CAPEXCH
NWEM
EAS
PUBLIC","Geo
Geo","Local Area Emergency","Observed
Observed",,"Extreme
Extreme","Immediate
Immediate",Alert,"City of Anaheim
City of Anaheim","City of Anaheim-Wear a mask, wash your hands, limit outings, avoid gatherings, including with family, limit family members on essential outings. If you have even mild symptoms, are an essential worker, or have been exposed, get tested at no cost. It is safe and results are confidential. More at www.anaheim.net/coronavirus.
Anaheim- Use su mascara, lavese las manos, evite reuniones, incluyendo aquellos con miembros de su familia, limite los miembros de la familia que lo acompanan en las salidas esenciales. Si ha estado expuesto, tiene sintomas, incluso leves, o es trabajador esencial, hagase una prueba gratis. Es seguro y confidencial. Mas www.anaheim.ner/coronavirus","Stop the spread
Stop the spread",,
"2020-08-21T12:01:06.000-0500",534779262941947,"CAPEXCH
NWEM
PUBLIC",Fire,"Evacuation Immediate",Observed,,Extreme,Immediate,Alert,"Lake County","EVACUATION ORDER is in effect for the areas east of Sloan Ranch Road to the county line","EVACUATION ORDER","EVACUATION ORDER is in effect for the areas east of Sloan Ranch Road to the county line due to a Wildland Fire.",
"2020-08-21T11:09:12.000-0500","OnSolve-fd87b71e077043649b44d55bcdd71979","EAS
NWEM
EAS
NWEM","Fire
Fire","Fire Warning","Likely
Likely","Monitor
Monitor","Severe
Severe","Immediate
Immediate",Alert,"CA Sonoma County Fire and Emergency Services Department
CA Sonoma County Fire and Emergency Services Department","SonomaCo: EVACUATION WARNING-FIRE. Zone 4C1. Prepare to leave. socopsa.org
SonomaCo: ADVERTENCIA EVACUACION-FUEGO Zona 4C1 Preparese para irse. socopsa.org","Fire Warning
Fire Warning",,
"2020-08-21T11:02:01.000-0500","OnSolve-fc44e281a4024eac871c238100480157","EAS
NWEM
EAS
NWEM","Fire
Fire","Fire Warning","Likely
Likely","Monitor
Monitor","Severe
Severe","Expected
Expected",Alert,"CA Sonoma County Fire and Emergency Services Department
CA Sonoma County Fire and Emergency Services Department","SonomaCo: EVACUATION WARNING-FIRE. Zone 4D1 and 4D2. Prepare to leave. socopsa.org
SonomaCo: ADVERTENCIA EVACUACION-FUEGO. Zona 4D1 and 4D2. Preparese para irse. socopsa.org","Fire Warning
Fire Warning",,
"2020-08-21T10:54:44.000-0500","OnSolve-a0c22795bd4640f6bb85fc861f9f4a71","EAS
NWEM
EAS
NWEM","Fire
Fire","Evacuation Immediate","Observed
Observed","Evacuate
Evacuate","Extreme
Extreme","Immediate
Immediate",Alert,"CA Sonoma County Fire and Emergency Services Department
CA Sonoma County Fire and Emergency Services Department","SonomaCo: EVACUATION ORDER- FIRE. Zone 1F1. Leave now. socopsa.org
SonomaCo: ORDEN EVACUACION-INCENDIO  Zona 1F1. Vayase ahora. socopsa.org","Evacuation Immediate
Evacuation Immediate",,
"2020-08-21T09:44:32.000-0500","OnSolve-26d9bacaf7f74cc191c7e6b7a3169bef","NWEM
NWEM","Safety
Safety","Local Area Emergency","Observed
Observed","Monitor
Monitor","Extreme
Extreme","Immediate
Immediate",Alert,"VA Martinsville-Henry County 911 Center
VA Martinsville-Henry County 911 Center","EMERGENCY MESSAGE FROM HENRY COUNTY PUBLIC SAFETY.  DUE TO HEAVY RAIN IN YOUR AREA WE ARE EXPERIENCING FLOODING. PLEASE WATCH YOUR AREA FOR RISING WATER AND TAKE PRECAUTIONS AS NEEDED. CALL 911 FOR EMERGENCIES ONLY.  THANK YOU","Local Area Emergency
Local Area Emergency","EMERGENCY MESSAGE FROM HENRY COUNTY PUBLIC SAFETY.  DUE TO HEAVY RAIN IN YOUR AREA WE ARE EXPERIENCING FLOODING. PLEASE WATCH YOUR AREA FOR RISING WATER AND TAKE PRECAUTIONS AS NEEDED. CALL 911 FOR EMERGENCIES ONLY.  THANK YOU
EMERGENCY MESSAGE FROM HENRY COUNTY PUBLIC SAFETY.  DUE TO HEAVY RAIN IN YOUR AREA WE ARE EXPERIENCING FLOODING. PLEASE WATCH YOUR AREA FOR RISING WATER AND TAKE PRECAUTIONS AS NEEDED. CALL 911 FOR EMERGENCIES ONLY.  THANK YOU",
"2020-08-21T06:19:41.000-0500",535054140846721,"CAPEXCH
NWEM
EAS
PUBLIC",Rescue,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Pasco County","MISSING CHILD ALERT Pasco CO: Gabriel Nieves, Hispanic/M 14yo orange hair, black Nike Airs","Florida Missing Child Alert Activation for Gabriel Nieves",,
"2020-08-21T02:43:59.000-0500","OnSolve-C-8624a32053db4ccfb1f147c74ddef4f8","EAS
NWEM",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Cancel,"US National Center for Missing and Exploited Children","AMBER Alert Sarah Beth Hull W/F 11YO and Natalie Renea Hull W/F 13 YO Santo, TX","Child Abduction Emergency",,
"2020-08-21T01:55:23.000-0500",534366946077826,"CAPEXCH
NWEM
EAS
PUBLIC
CAPEXCH
NWEM
EAS
PUBLIC","Safety
Safety","Fire Warning","Observed
Observed",,"Extreme
Extreme","Immediate
Immediate",Alert,"Santa Clara County
Santa Clara County","Fire Evacuation Order & Warning has been issued. See affected area: https://bit.ly/3aIDLIJ
Cal Fire ha emitido una orden de evacuacion y advertencia para areas adicionales en las partes este y sur del condado de Santa Clara. Mas informacion esta disponible aqui: https://bit.ly/3aIDLIJ","SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20
SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20",,
"2020-08-21T00:03:47.000-0500",534366946077759,"CAPEXCH
NWEM
EAS
PUBLIC
CAPEXCH
NWEM
EAS
PUBLIC","Safety
Safety","Fire Warning","Observed
Observed",,"Extreme
Extreme","Immediate
Immediate",Alert,"Santa Clara County
Santa Clara County","Cal Fire has issued an Evacuation Order and Warning for additional areas in the eastern and southern parts of Santa Clara County. More information is available here: https://bit.ly/3aIDLIJ
Cal Fire ha emitido una orden de evacuacion y advertencia para areas adicionales en las partes este y sur del condado de Santa Clara. Mas informacion esta disponible aqui: https://bit.ly/3aIDLIJ","SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20
SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20",,
"2020-08-20T23:47:27.000-0500",534366946077759,"CAPEXCH
NWEM
EAS
PUBLIC
CAPEXCH
NWEM
EAS
PUBLIC","Safety
Safety","Fire Warning","Observed
Observed",,"Extreme
Extreme","Immediate
Immediate",Alert,"Santa Clara County
Santa Clara County","Cal Fire has issued an Evacuation Order and Warning for additional areas in the eastern and southern parts of Santa Clara County. More information is available here: https://bit.ly/3aIDLIJ
Cal Fire ha emitido una orden de evacuacion y advertencia para areas adicionales en las partes este y sur del condado de Santa Clara. Mas informacion esta disponible aqui: https://bit.ly/3aIDLIJ","SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20
SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20",,
"2020-08-20T21:06:13.000-0500",534504385031339,"CAPEXCH
NWEM
EAS
PUBLIC",Rescue,"Local Area Emergency",Likely,,Severe,Immediate,Alert,"Pinellas County","Missing Child Jaxcen Rodriguez 3yo B/M out of Pasco County, with Peter Rodriguez 46yo H/M","Missing Child Alert Activation for Jaxcen Rodriguez",,
"2020-08-20T20:19:08.000-0500","OnSolve-ace9ddf6e3774cbabcff6ff1e446e116","EAS
NWEM",Other,"Child Abduction Emergency",Observed,Monitor,Severe,Immediate,Alert,"US National Center for Missing and Exploited Children","AMBER Alert Sarah Beth Hull W/F 11YO and Natalie Renea Hull W/F 13 YO Santo, TX","Child Abduction Emergency",,
"2020-08-20T19:28:56.000-0500","OnSolve-459bedac62f748b396e905deff943ec3",NWEM,Fire,"Evacuation Immediate",Observed,Evacuate,Extreme,Immediate,Alert,"CA Plumas County Sheriff's Office","MANDATORY EVAC SOUTH OF MAIN THIS INCLUDES CLOUGH TO THE EAST AND MILLCREEK TO THE WEST","Evacuation Immediate","MANDATORY EVACUATION IN EAST QUINCY. ALL RESIDENTS SOUTH OF MAIN ST. THIS INCLUDES CLOUGH TO THE EAST AND MILL CREEK TO THE WEST ALL RESIDENTS SOUTH OF THIS PERIMETER. Q H S WILL BE THE EVACUATION CENTER IF NEEDED",
"2020-08-20T19:05:12.000-0500",534366946077507,"CAPEXCH
NWEM
EAS
PUBLIC
CAPEXCH
NWEM
EAS
PUBLIC","Safety
Safety","Evacuation Immediate","Observed
Observed",,"Extreme
Extreme","Immediate
Immediate",Alert,"Santa Clara County
Santa Clara County","Cal Fire has issued an Evacuation Order and Warning for additional areas in the eastern and southern parts of Santa Clara County. More information is available here: https://bit.ly/3aIDLIJ
Cal Fire ha emitido una orden de evacuacion y advertencia para areas adicionales en las partes este y sur del condado de Santa Clara. Mas informacion esta disponible aqui: https://bit.ly/3aIDLIJ","SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20 1634
SCU LIGHTNING COMPLEX FIRE EVACUATION WARNING AND ORDER 08/20/20 1634",,
"2020-08-20T18:47:45.000-0500","OnSolve-62b4f7f019814c158b4be39f97f7440a",NWEM,Fire,"Fire Warning",Observed,Evacuate,Extreme,Immediate,Alert,"CA Plumas County Sheriff's Office","MANDATORY EVACUATION IN EAST QUINCY. ALL RESIDENTS SOUTH OF CENTER. THIS INCLUDES CLOUGH TO THE EAST AND MILL CREEK TO THE WEST ALL RESIDENTS SOUTH OF THIS PERIMETER. Q H S WILL BE THE EVACUATION CENTER IF NEEDED","Fire Warning","MANDATORY EVACUATION IN EAST QUINCY. ALL RESIDENTS SOUTH OF CENTER. THIS INCLUDES CLOUGH TO THE EAST AND MILL CREEK TO THE WEST ALL RESIDENTS SOUTH OF THIS PERIMETER. Q H S WILL BE THE EVACUATION CENTER IF NEEDED",
"2020-08-20T17:18:03.000-0500","OnSolve-2512bf7fe3244ea8a499fa1a56d3bd3f",NWEM,Fire,"Fire Warning",Observed,Evacuate,Extreme,Immediate,Alert,"CA Plumas County Sheriff's Office","MANDATORY EVACUATIONS WERE ORDERED ON LAY PORTE ROAD  FROM THOMPSON CREEK TO HIGHWAY 70","Fire Warning","MANDATORY EVACUATIONS WERE ORDERED ON LAY PORTE ROAD  FROM THOMPSON CREEK TO HIGHWAY 70",
"2020-08-20T16:57:33.000-0500","OnSolve-72f88e4a8e2540e6b092775587199020",NWEM,Fire,"Fire Warning",Observed,Prepare,Extreme,Expected,Alert,"CA Plumas County Sheriff's Office","FIRE ADVISORY ONLY NO EVACUATION  ORDERS EAST QUINCY AREA SOUTH OF LEE ROAD, EAST OF CEMETERY HILL AND BOTH SIDES OF HIGHWAY 70 FROM CEMETERY HILL TO LEE SUMMIT","Fire Warning","FIRE ADVISORY ONLY NO EVACUATION  ORDERS EAST QUINCY AREA SOUTH OF LEE ROAD, EAST OF CEMETERY HILL AND BOTH SIDES OF HIGHWAY 70 FROM CEMETERY HILL TO LEE SUMMIT",
"2020-08-20T15:20:45.000-0500",535329018751418,"CAPEXCH
NWEM
EAS
PUBLIC",Fire,"Local Area Emergency",Likely,,Severe,Expected,Alert,"San Francisco 162.400","An EVACUATION WARNING has been placed for the San Mateo County communities of: 
Pescadero Beach Area, Pescadero Creek County Park area, Bean Hollow Area, Pescadero Area, San Gregorio Area, La Honda Area, Red Barn Area, Russian Bridge Open Space Area, Skylonda Area, Langley Hill Area  
Visit www.readyforwildfire.org to learn how to prepare.","San Mateo County Expanded EVACUATION WARNINGS",,
